id,carat,cut,color,clarity,depth,table,x,y,z,price
21397,0.37,Very Good,E,SI2,61.6,56.0,4.61,4.65,2.85,6.201
21398,1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,8.66
21399,0.53,Ideal,G,VVS1,61.4,57.0,5.18,5.21,3.19,7.601
21400,0.71,Ideal,D,SI1,61.3,57.0,5.74,5.78,3.53,7.897
21401,0.33,Ideal,F,VS2,62.1,55.0,4.47,4.45,2.77,6.75
21402,0.82,Premium,I,VS2,62.2,59.0,5.97,6.03,3.73,7.898
21403,1.22,Premium,H,SI2,61.6,59.0,6.82,6.75,4.18,8.555
21404,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,6.792
21405,0.53,Ideal,F,SI1,61.6,54.0,5.23,5.25,3.23,7.158
21406,0.73,Premium,F,VS1,62.7,56.0,5.75,5.73,3.6,7.993
21407,0.74,Ideal,H,VVS1,62.5,55.0,5.76,5.79,3.61,8.098
21408,0.78,Very Good,E,VS1,61.5,60.0,5.86,5.92,3.62,8.268
21409,0.31,Premium,F,SI1,60.6,60.0,4.37,4.34,2.64,6.497
21410,0.95,Very Good,E,SI2,58.7,63.0,6.37,6.43,3.76,8.186
21411,0.35,Premium,D,SI1,61.5,58.0,4.55,4.53,2.79,6.649
21412,2.39,Very Good,J,VS2,62.2,60.0,8.49,8.51,5.29,9.729
21413,2.03,Ideal,F,SI2,63.3,55.0,7.96,8.05,5.08,9.823
21414,0.53,Ideal,D,SI1,61.7,56.0,5.23,5.15,3.2,7.469
21415,0.4,Very Good,F,VS1,63.1,56.0,4.68,4.7,2.96,6.797
21416,0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,6.522
21417,1.58,Premium,D,SI1,62.7,60.0,7.41,7.37,4.63,9.546
21418,1.5,Premium,H,VVS2,62.9,59.0,7.31,7.26,4.58,9.381
21419,0.34,Good,D,VS2,63.6,55.0,4.4,4.43,2.81,6.468
21420,0.71,Very Good,H,SI2,63.2,58.0,5.63,5.67,3.57,7.723
21421,1.01,Ideal,H,SI1,61.7,57.0,6.37,6.44,3.96,8.592
21422,0.37,Premium,F,SI1,61.6,59.0,4.62,4.67,2.86,6.423
21423,0.52,Ideal,G,VVS2,61.0,56.0,5.18,5.24,3.18,7.555
21424,0.71,Ideal,E,VVS2,62.0,56.0,5.71,5.74,3.55,8.404
21425,0.8,Ideal,E,VS2,61.4,55.0,5.96,5.99,3.67,8.068
21426,1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,8.091
21427,1.07,Ideal,F,SI2,61.9,55.0,6.53,6.58,4.06,8.383
21428,1.01,Fair,I,VS2,68.7,58.0,6.14,6.0,4.19,8.188
21429,0.37,Premium,I,VS1,61.4,59.0,4.61,4.55,2.81,6.619
21430,0.3,Premium,H,VVS1,60.7,58.0,4.35,4.38,2.65,6.43
21431,2.4,Good,I,SI1,56.9,62.0,8.87,8.81,5.03,9.828
21432,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,8.78
21433,1.21,Very Good,I,VVS2,61.1,57.0,6.83,6.85,4.18,8.803
21434,0.79,Very Good,D,VS1,58.8,60.0,6.03,6.08,3.56,8.242
21435,0.4,Ideal,G,VVS1,60.8,57.0,4.78,4.81,2.91,7.0
21436,0.51,Premium,E,VS2,61.4,56.0,5.18,5.15,3.17,7.458
21437,1.21,Premium,G,SI1,59.5,62.0,6.65,6.57,3.84,8.623
21438,1.53,Ideal,I,SI2,61.4,58.0,7.4,7.42,4.55,8.99
21439,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,9.074
21440,0.31,Ideal,E,SI1,61.9,53.0,4.36,4.4,2.71,6.246
21441,0.24,Very Good,F,VS2,61.4,58.0,3.99,4.05,2.47,6.038
21442,0.31,Good,G,VS1,63.1,59.0,4.27,4.29,2.7,6.438
21443,0.78,Ideal,F,VS2,62.3,56.0,5.91,5.88,3.67,8.169
21444,0.31,Very Good,H,SI1,62.9,56.0,4.27,4.31,2.7,6.075
21445,0.31,Ideal,E,VS2,61.8,56.0,4.35,4.37,2.69,6.433
21446,0.5,Very Good,H,VS2,62.6,56.0,4.99,5.11,3.16,7.207
21447,0.3,Premium,H,VS1,62.4,60.0,4.29,4.23,2.66,6.446
21448,1.0,Very Good,F,SI1,63.1,57.0,6.37,6.33,4.01,8.456
21449,0.51,Very Good,F,VS2,62.9,57.0,5.09,5.11,3.21,7.358
21450,0.56,Ideal,I,IF,61.9,54.0,5.29,5.34,3.29,7.432
21451,0.48,Ideal,G,IF,61.6,54.0,5.03,5.1,3.12,7.528
21452,0.41,Premium,I,VVS2,62.1,58.0,4.76,4.78,2.96,6.718
21453,0.35,Very Good,D,SI1,60.2,57.0,4.56,4.61,2.76,6.468
21454,1.07,Fair,G,SI2,66.8,57.0,6.34,6.26,4.21,8.173
21455,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,6.782
21456,1.0,Very Good,F,SI2,62.8,57.0,6.37,6.44,4.02,8.314
21457,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,6.979
21458,0.78,Ideal,E,VS2,62.0,55.0,5.89,5.95,3.67,8.112
21459,0.42,Very Good,H,SI1,62.9,57.0,4.76,4.84,3.02,6.551
21460,0.31,Ideal,D,VVS2,61.9,55.0,4.39,4.36,2.71,6.905
21461,0.51,Good,E,SI1,63.9,56.0,5.11,5.07,3.25,7.274
21462,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,6.382
21463,0.35,Very Good,E,VVS1,63.0,59.0,4.44,4.48,2.81,6.727
21464,1.31,Premium,G,VS2,61.3,58.0,7.05,7.01,4.31,9.114
21465,0.91,Good,J,I1,63.1,57.0,6.06,6.12,3.84,7.573
21466,0.33,Ideal,E,VVS1,61.5,57.0,4.47,4.44,2.74,6.958
21467,0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,6.91
21468,0.52,Ideal,F,VS2,61.7,56.0,5.16,5.18,3.19,7.372
21469,1.57,Premium,G,SI2,61.1,61.0,7.46,7.43,4.55,9.056
21470,1.5,Very Good,D,VS2,63.8,55.0,7.24,7.28,4.63,9.52
21471,0.31,Very Good,D,SI1,60.4,60.0,4.4,4.44,2.67,6.229
21472,1.24,Premium,F,VS2,62.4,60.0,6.83,6.8,4.25,9.16
21473,0.56,Very Good,D,SI1,62.5,58.0,5.23,5.27,3.28,7.364
21474,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,9.362
21475,1.15,Very Good,H,VS2,62.4,56.0,6.66,6.68,4.16,8.639
21476,0.35,Ideal,D,VS2,61.9,55.0,4.5,4.54,2.8,6.72
21477,0.31,Good,E,IF,57.7,55.0,4.51,4.6,2.63,6.816
21478,0.31,Ideal,G,VS2,61.7,57.0,4.36,4.33,2.68,6.548
21479,0.52,Ideal,G,VVS2,62.1,57.0,5.15,5.13,3.19,7.566
21480,1.06,Premium,G,SI2,61.9,60.0,6.53,6.52,4.04,8.427
21481,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,8.673
21482,0.3,Good,G,VS2,63.5,54.0,4.25,4.28,2.71,6.265
21483,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,7.356
21484,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,6.363
21485,1.05,Ideal,G,VS2,59.4,59.0,6.62,6.65,3.94,8.841
21486,1.01,Premium,J,VS2,61.0,61.0,6.28,6.22,3.81,8.222
21487,0.77,Very Good,G,VS2,62.8,59.0,5.81,5.84,3.66,8.047
21488,0.2,Premium,E,SI2,60.2,62.0,3.79,3.75,2.27,5.844
21489,0.36,Ideal,D,VS2,61.7,55.0,4.6,4.58,2.83,6.998
21490,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,6.347
21491,0.32,Ideal,H,VS2,61.5,56.0,4.38,4.4,2.7,6.225
21492,0.55,Very Good,E,SI1,63.0,59.0,5.25,5.17,3.28,7.249
21493,0.33,Ideal,F,VVS2,60.7,57.0,4.48,4.51,2.73,6.714
21494,1.01,Premium,E,VS2,62.2,58.0,6.41,6.36,3.97,8.849
21495,0.92,Fair,F,SI1,66.0,57.0,6.04,5.99,3.97,8.109
21496,0.74,Ideal,E,SI2,60.9,57.0,5.89,5.83,3.57,7.87
21497,0.41,Very Good,E,VS1,62.2,58.0,4.74,4.78,2.96,6.861
21498,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,8.895
21499,0.73,Ideal,F,SI1,61.7,55.0,5.79,5.82,3.58,8.086
21500,0.57,Ideal,H,VS1,61.7,54.0,5.33,5.36,3.3,7.349
21501,2.22,Good,I,SI2,63.2,57.0,8.23,8.28,5.22,9.705
21502,0.97,Ideal,J,VS1,61.3,57.0,6.37,6.41,3.92,8.361
21503,2.08,Very Good,J,VS2,60.6,61.0,8.24,8.34,5.02,9.527
21504,0.7,Good,F,I1,63.8,60.0,5.64,5.45,3.54,7.034
21505,1.13,Premium,G,VS1,60.0,60.0,6.87,6.72,4.08,8.91
21506,0.9,Good,F,SI1,62.9,57.0,6.08,6.13,3.84,8.237
21507,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,8.551
21508,0.43,Ideal,H,VVS1,62.3,54.0,4.85,4.84,3.02,7.064
21509,1.01,Premium,G,SI2,62.5,60.0,6.39,6.34,3.98,8.373
21510,0.33,Ideal,D,SI1,61.3,56.0,4.44,4.46,2.73,6.41
21511,1.0,Very Good,E,VS2,63.5,56.0,6.37,6.32,4.03,8.636
21512,0.71,Premium,G,VS2,63.0,54.0,5.69,5.64,3.57,7.801
21513,1.58,Ideal,E,SI1,61.4,55.0,7.53,7.5,4.61,9.332
21514,0.38,Ideal,F,VS1,61.4,57.0,4.65,4.67,2.86,6.834
21515,0.55,Ideal,E,SI1,61.6,56.0,5.26,5.28,3.25,7.391
21516,0.72,Ideal,F,SI1,62.7,57.0,5.69,5.73,3.58,7.858
21517,0.31,Ideal,I,IF,60.9,57.0,4.37,4.4,2.67,6.454
21518,0.42,Ideal,H,SI1,62.4,57.0,4.79,4.76,2.98,6.8
21519,0.27,Very Good,E,VVS2,62.0,59.0,4.14,4.18,2.58,6.43
21520,0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,6.286
21521,0.71,Ideal,H,IF,61.1,56.0,5.74,5.78,3.52,8.099
21522,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,8.25
21523,0.71,Ideal,F,VS1,61.1,56.0,5.76,5.8,3.53,8.216
21524,0.3,Ideal,G,VS1,59.9,56.0,4.41,4.37,2.63,6.654
21525,1.01,Fair,D,VS2,65.3,58.0,6.29,6.24,4.09,8.759
21526,0.8,Very Good,F,VS2,62.1,60.0,5.86,5.92,3.66,8.152
21527,0.4,Good,J,VS1,63.5,56.0,4.69,4.7,2.98,6.378
21528,1.98,Ideal,I,SI1,61.5,55.0,8.04,8.13,4.97,9.587
21529,2.01,Premium,I,SI1,60.2,59.0,8.18,8.12,4.91,9.768
21530,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,7.731
21531,0.43,Very Good,G,VVS1,61.3,57.0,4.85,4.87,2.98,7.096
21532,1.05,Ideal,F,VVS2,61.6,56.0,6.55,6.53,4.03,9.157
21533,1.0,Very Good,I,VS2,63.2,58.0,6.43,6.32,4.03,8.091
21534,1.05,Premium,E,SI1,61.2,58.0,6.57,6.53,4.01,8.6
21535,0.3,Premium,I,VVS1,62.8,59.0,4.29,4.24,2.68,6.564
21536,1.32,Premium,H,VS1,61.3,58.0,7.09,7.01,4.32,8.692
21537,1.51,Very Good,I,VS2,61.6,57.0,7.28,7.34,4.5,9.125
21538,0.51,Premium,H,VS2,58.5,61.0,5.26,5.23,3.07,7.215
21539,0.28,Very Good,E,VVS2,63.2,56.0,4.17,4.21,2.65,6.506
21540,0.7,Ideal,E,SI1,61.8,56.0,5.72,5.68,3.52,7.854
21541,1.01,Good,G,SI1,62.2,65.0,6.34,6.3,3.93,8.261
21542,0.9,Very Good,G,SI2,61.4,58.0,6.16,6.21,3.8,8.157
21543,1.29,Ideal,I,SI2,61.9,57.0,6.99,7.04,4.34,8.716
21544,1.21,Premium,I,SI1,61.8,59.0,6.85,6.81,4.22,8.571
21545,0.7,Premium,J,SI1,61.6,58.0,5.66,5.73,3.51,7.418
21546,0.27,Very Good,E,VS2,58.6,57.0,4.3,4.33,2.53,6.107
21547,0.7,Very Good,E,VS1,63.4,60.0,5.63,5.66,3.58,8.029
21548,1.23,Ideal,G,VVS2,62.2,56.1,6.8,6.87,4.25,9.202
21549,0.54,Very Good,D,VS2,61.7,55.0,5.21,5.26,3.23,7.505
21550,0.9,Ideal,F,SI2,62.3,57.0,6.19,6.17,3.85,8.21
21551,0.27,Very Good,G,VVS2,62.0,56.0,4.14,4.17,2.57,6.223
21552,0.7,Ideal,E,VS2,62.5,58.0,5.63,5.67,3.53,7.978
21553,0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,7.074
21554,0.41,Ideal,F,VS2,62.3,57.0,4.75,4.78,2.97,6.76
21555,0.38,Very Good,H,SI1,63.3,57.0,4.62,4.58,2.91,6.7
21556,0.9,Very Good,E,SI1,61.4,56.0,6.19,6.23,3.81,8.592
21557,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,7.011
21558,1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,8.36
21559,1.0,Good,I,SI1,63.8,58.0,6.28,6.32,4.02,8.256
21560,1.01,Good,F,SI1,62.4,59.0,6.3,6.42,3.97,8.438
21561,0.3,Premium,H,VVS2,60.8,60.0,4.33,4.29,2.62,6.654
21562,1.6,Ideal,I,SI2,61.9,57.0,7.51,7.48,4.64,9.051
21563,0.31,Premium,I,VS2,62.3,60.0,4.32,4.31,2.69,6.324
21564,0.92,Ideal,H,SI1,60.5,57.0,6.27,6.32,3.81,8.372
21565,0.23,Very Good,E,VVS2,61.5,59.0,3.95,3.98,2.44,6.273
21566,1.69,Ideal,F,VS2,62.2,57.0,7.59,7.66,4.74,9.728
21567,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,9.061
21568,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,7.112
21569,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,8.01
21570,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,9.621
21571,2.0,Premium,H,SI1,59.8,60.0,8.04,8.01,4.8,9.546
21572,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,9.393
21573,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,6.225
21574,1.0,Very Good,D,VS2,62.6,56.0,6.33,6.39,3.98,8.837
21575,0.4,Very Good,D,VVS2,59.4,61.0,4.77,4.82,2.85,6.884
21576,0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,6.564
21577,1.21,Ideal,G,VVS2,62.0,56.0,6.8,6.84,4.23,9.247
21578,1.04,Ideal,J,SI1,61.1,57.0,6.57,6.52,4.0,8.277
21579,1.15,Ideal,H,SI2,62.0,56.0,6.68,6.75,4.16,8.491
21580,1.67,Ideal,H,VS2,62.6,56.0,7.57,7.55,4.73,9.478
21581,1.51,Ideal,G,SI1,62.3,54.0,7.38,7.32,4.58,9.305
21582,0.34,Premium,E,SI2,61.5,58.0,4.49,4.52,2.77,6.168
21583,0.32,Ideal,F,VVS1,60.3,57.0,4.42,4.44,2.67,6.816
21584,1.15,Very Good,I,SI1,62.5,60.0,6.68,6.72,4.19,8.487
21585,0.34,Ideal,F,VS1,62.2,56.0,4.44,4.47,2.77,6.613
21586,0.8,Ideal,D,VVS2,61.9,56.0,5.91,5.95,3.67,8.7
21587,1.13,Fair,F,SI2,64.4,56.0,6.58,6.52,4.22,8.337
21588,1.14,Premium,F,SI2,60.8,58.0,6.79,6.74,4.11,8.519
21589,0.73,Ideal,J,VS1,62.0,53.0,5.78,5.82,3.6,7.66
21590,0.33,Very Good,I,VVS1,62.5,61.0,4.38,4.42,2.75,6.41
21591,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,7.828
21592,1.41,Ideal,H,SI2,62.7,56.0,7.11,7.17,4.48,8.899
21593,0.24,Very Good,E,VS2,62.1,58.0,4.0,4.02,2.49,6.038
21594,1.22,Premium,G,VS2,61.8,58.0,6.91,6.84,4.25,9.031
21595,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,7.089
21596,0.51,Premium,D,SI1,62.3,61.0,5.11,5.07,3.17,7.361
21597,0.3,Ideal,G,VVS1,62.2,57.0,4.31,4.27,2.67,6.921
21598,0.52,Ideal,E,SI2,62.9,56.0,5.15,5.12,3.23,7.114
21599,0.59,Very Good,E,SI1,62.9,57.0,5.33,5.36,3.36,7.417
21600,0.41,Very Good,F,VVS1,62.1,56.0,4.78,4.79,2.97,7.166
21601,0.72,Good,G,VS2,63.4,53.0,5.72,5.79,3.64,7.745
21602,0.33,Ideal,F,VS2,61.6,56.0,4.46,4.44,2.74,6.75
21603,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,7.386
21604,1.76,Very Good,H,VS2,62.2,60.0,7.68,7.72,4.79,9.511
21605,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,6.736
21606,0.37,Ideal,E,VS1,60.9,56.0,4.65,4.68,2.84,6.856
21607,0.4,Premium,F,SI1,62.3,57.0,4.74,4.67,2.93,6.851
21608,0.33,Ideal,H,VVS2,61.7,56.0,4.41,4.44,2.73,6.501
21609,0.71,Ideal,E,VS2,61.6,56.0,5.73,5.77,3.54,8.176
21610,0.91,Very Good,E,SI1,63.1,58.0,6.17,6.12,3.88,8.397
21611,0.57,Good,F,SI1,63.2,55.0,5.26,5.31,3.34,7.218
21612,0.71,Premium,F,VS1,62.2,58.0,5.72,5.66,3.54,7.949
21613,0.7,Very Good,G,VVS1,63.1,56.0,5.64,5.67,3.57,8.03
21614,0.5,Very Good,E,SI2,63.1,58.0,5.09,5.05,3.2,7.074
21615,0.3,Ideal,G,VS1,62.5,57.0,4.32,4.29,2.69,6.654
21616,0.56,Ideal,D,VS2,60.9,56.0,5.36,5.31,3.25,7.633
21617,0.42,Very Good,E,VS2,61.9,59.0,4.75,4.81,2.96,6.865
21618,0.4,Ideal,E,VVS2,61.6,56.0,4.74,4.77,2.93,7.043
21619,1.15,Ideal,F,VS1,61.1,55.0,6.76,6.82,4.15,9.241
21620,0.57,Premium,G,VS2,59.7,59.0,5.41,5.37,3.22,7.455
21621,0.32,Very Good,I,VS1,59.8,60.0,4.44,4.46,2.66,6.225
21622,2.0,Very Good,I,SI1,59.8,59.0,8.12,8.17,4.87,9.619
21623,0.31,Very Good,F,VVS1,59.4,57.0,4.39,4.43,2.62,6.658
21624,0.4,Ideal,E,VS1,62.2,55.0,4.76,4.72,2.95,7.026
21625,1.01,Good,H,I1,64.2,61.0,6.25,6.18,3.99,7.954
21626,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.7,4.03,8.766
21627,0.71,Fair,D,VS2,64.4,56.0,5.63,5.58,3.61,7.862
21628,1.0,Good,F,VS1,57.8,59.0,6.57,6.59,3.8,8.788
21629,0.4,Premium,G,SI2,61.9,61.0,4.74,4.69,2.92,6.64
21630,0.3,Ideal,H,VS1,62.9,56.0,4.27,4.22,2.67,6.515
21631,1.51,Premium,I,SI1,61.7,60.0,7.27,7.31,4.5,9.124
21632,0.3,Ideal,H,VVS1,61.5,55.0,4.31,4.35,2.66,6.477
21633,1.05,Very Good,E,VS2,63.5,57.0,6.51,6.46,4.12,8.793
21634,1.23,Ideal,G,VS1,62.0,56.0,6.92,6.86,4.27,9.108
21635,0.72,Premium,G,SI2,62.6,60.0,5.7,5.65,3.55,7.657
21636,0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,6.522
21637,0.41,Ideal,D,SI2,61.0,56.0,4.83,4.78,2.93,6.775
21638,0.43,Ideal,G,IF,61.7,57.0,4.83,4.86,2.99,7.159
21639,0.57,Ideal,F,VVS1,61.1,55.0,5.36,5.44,3.3,8.025
21640,0.5,Ideal,E,VS2,62.0,56.0,5.1,5.06,3.15,7.424
21641,1.08,Premium,F,SI1,61.3,57.0,6.63,6.58,4.05,8.672
21642,1.0,Very Good,D,VS2,63.1,59.0,6.26,6.36,3.98,8.77
21643,0.71,Ideal,D,SI2,61.6,55.0,5.74,5.76,3.54,7.926
21644,0.71,Ideal,F,SI1,61.4,55.0,5.75,5.82,3.55,7.794
21645,1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,8.451
21646,0.41,Premium,E,VS1,60.4,58.0,4.78,4.82,2.9,6.984
21647,1.04,Premium,H,SI2,62.4,58.0,6.49,6.4,4.02,8.192
21648,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,9.037
21649,0.38,Ideal,G,VVS1,61.9,56.0,4.67,4.7,2.9,6.901
21650,0.31,Good,H,VS2,63.2,58.0,4.31,4.33,2.73,6.192
21651,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,8.674
21652,2.14,Very Good,I,VS2,59.7,57.0,8.41,8.48,5.04,9.736
21653,0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,6.848
21654,0.5,Good,D,SI1,64.1,56.0,5.03,4.98,3.21,7.082
21655,1.29,Ideal,F,SI2,60.7,58.0,7.0,7.07,4.27,8.819
21656,0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28,7.716
21657,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,7.816
21658,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,8.989
21659,0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,7.401
21660,1.01,Premium,H,SI2,60.1,58.0,6.55,6.52,3.93,8.194
21661,0.76,Premium,H,VVS1,60.7,58.0,5.9,5.93,3.59,8.105
21662,0.41,Ideal,F,IF,61.4,56.0,4.81,4.83,2.96,7.272
21663,1.51,Very Good,E,SI2,60.6,58.0,7.41,7.43,4.5,9.096
21664,0.71,Ideal,G,VS2,62.9,56.0,5.73,5.68,3.59,7.801
21665,1.16,Very Good,I,SI1,62.9,58.0,6.64,6.69,4.19,8.431
21666,1.24,Ideal,H,VS1,61.6,56.0,6.95,6.87,4.26,8.955
21667,0.57,Premium,E,SI2,61.2,57.0,5.35,5.31,3.26,7.254
21668,0.37,Very Good,E,VS1,60.2,56.0,4.68,4.71,2.83,6.83
21669,1.51,Very Good,H,VS2,60.9,57.0,7.39,7.43,4.51,9.312
21670,1.21,Premium,H,SI2,60.6,56.0,6.92,6.84,4.17,8.545
21671,0.54,Ideal,F,VS1,62.2,55.0,5.23,5.25,3.26,7.495
21672,0.7,Ideal,F,VS2,62.3,55.0,5.71,5.65,3.54,7.872
21673,1.05,Ideal,E,SI1,62.1,57.0,6.48,6.5,4.03,8.601
21674,1.71,Premium,H,VS2,58.8,60.0,7.85,7.8,4.6,9.442
21675,1.5,Premium,F,VS1,62.3,58.0,7.33,7.28,4.55,9.635
21676,0.39,Premium,E,VVS1,60.7,58.0,4.69,4.73,2.86,7.17
21677,1.03,Ideal,F,SI2,61.8,56.0,6.49,6.46,4.0,8.402
21678,1.01,Premium,G,SI1,59.6,58.0,6.61,6.54,3.92,8.524
21679,0.63,Ideal,D,VS2,61.5,54.0,5.54,5.58,3.42,7.607
21680,2.01,Premium,F,SI2,61.3,58.0,8.14,8.07,4.97,9.552
21681,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,6.564
21682,0.72,Ideal,D,SI1,61.9,55.0,5.78,5.75,3.57,7.973
21683,0.34,Ideal,G,VS2,61.3,55.0,4.49,4.51,2.76,6.39
21684,0.31,Premium,E,SI1,62.7,58.0,4.35,4.32,2.72,6.405
21685,0.32,Ideal,F,VS1,61.9,56.0,4.35,4.4,2.71,6.554
21686,0.31,Premium,E,VS1,60.0,59.0,4.38,4.42,2.64,6.599
21687,0.36,Ideal,D,VS2,61.5,57.0,4.58,4.56,2.81,6.998
21688,1.5,Very Good,J,VS2,62.4,60.0,7.21,7.32,4.53,8.91
21689,1.0,Good,J,SI2,62.7,58.0,6.28,6.32,3.95,8.081
21690,1.27,Ideal,G,SI2,61.8,56.0,6.96,6.93,4.29,8.707
21691,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,9.758
21692,0.5,Good,E,VS2,63.8,54.0,5.05,5.07,3.23,7.469
21693,1.2,Very Good,G,SI2,62.6,60.0,6.68,6.74,4.2,8.54
21694,2.04,Very Good,J,VS2,62.4,57.0,8.04,8.19,5.06,9.534
21695,0.59,Premium,G,SI1,60.5,59.0,5.44,5.41,3.28,7.27
21696,1.24,Ideal,F,VS2,61.6,54.0,6.95,6.91,4.27,9.166
21697,0.31,Ideal,H,VS2,62.0,57.0,4.38,4.33,2.7,6.443
21698,0.7,Very Good,G,VS1,61.0,57.0,5.69,5.72,3.48,7.86
21699,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,7.138
21700,0.31,Good,H,VS1,64.1,55.0,4.25,4.27,2.73,6.165
21701,1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,8.448
21702,0.51,Ideal,E,SI1,61.3,55.0,5.17,5.11,3.15,7.343
21703,1.13,Ideal,H,SI2,62.1,55.0,6.65,6.68,4.14,8.503
21704,1.24,Premium,F,VVS2,62.0,55.0,6.95,6.88,4.29,9.326
21705,1.21,Very Good,H,SI1,60.2,58.0,6.89,6.93,4.16,8.737
21706,0.32,Good,F,VS2,63.2,58.0,4.32,4.35,2.74,6.469
21707,0.43,Very Good,E,VS2,62.2,58.0,4.81,4.87,3.01,6.767
21708,2.38,Very Good,J,VS2,62.6,59.0,8.49,8.52,5.32,9.688
21709,1.06,Very Good,F,VS2,61.5,58.0,6.53,6.57,4.03,8.95
21710,0.74,Premium,F,SI1,61.4,59.0,5.82,5.81,3.57,7.89
21711,1.51,Premium,I,VVS2,62.1,58.0,7.29,7.32,4.54,9.141
21712,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,7.107
21713,0.36,Ideal,H,IF,61.6,56.0,4.56,4.59,2.82,6.816
21714,2.05,Premium,I,SI2,62.0,58.0,8.13,8.08,5.02,9.195
21715,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,6.732
21716,1.52,Ideal,E,VS2,62.4,55.0,7.32,7.42,4.6,9.639
21717,1.73,Premium,F,SI2,61.5,60.0,7.75,7.66,4.74,9.158
21718,1.0,Fair,H,SI2,66.5,62.0,6.19,6.1,4.09,8.086
21719,1.5,Good,E,SI1,63.0,54.0,7.19,7.26,4.55,9.339
21720,1.16,Very Good,H,SI2,63.2,57.0,6.66,6.7,4.22,8.402
21721,1.17,Ideal,G,VVS1,61.7,57.0,6.84,6.9,4.13,9.244
21722,1.06,Very Good,D,SI1,59.3,60.0,6.64,6.71,3.96,8.71
21723,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,9.534
21724,0.74,Fair,H,SI2,62.0,53.0,5.85,5.74,3.6,7.582
21725,0.35,Ideal,H,VS1,62.0,56.0,4.56,4.54,2.82,6.669
21726,1.1,Very Good,H,VS2,61.3,58.0,6.63,6.74,4.1,8.685
21727,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,7.935
21728,2.18,Very Good,J,SI2,62.6,58.0,8.23,8.25,5.16,9.461
21729,0.57,Very Good,I,SI1,61.8,57.0,5.31,5.34,3.29,7.067
21730,1.13,Premium,F,SI2,58.3,61.0,6.88,6.78,3.98,8.3
21731,0.32,Ideal,G,VS2,61.4,56.0,4.37,4.39,2.69,6.33
